C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_371.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_371.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_371.jpg,0,0,0,11.33104
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_455.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_455.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_455.jpg,0,0,0,11.23796
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_524.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_524.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_524.jpg,0,0,0,11.57569
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_615.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_615.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_615.jpg,0,0,0,11.51013
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_685.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_685.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_685.jpg,0,0,0,11.37492
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_753.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_753.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_753.jpg,0,0,0,11.26971
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_824.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_824.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_824.jpg,0,0,0,11.10622
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_907.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_907.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_907.jpg,0,0,0,11.09146
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_55_990.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_55_990.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_55_990.jpg,0,0,0,11.0023
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_069.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_069.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_069.jpg,0,0,0,10.91387
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_149.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_149.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_149.jpg,0,0,0,10.82613
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_224.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_224.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_224.jpg,0,0,0,10.73911
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_296.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_296.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_296.jpg,0,0,0,10.65278
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_365.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_365.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_365.jpg,0,0,0,10.5885
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_447.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_447.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_447.jpg,0,0,0,10.50338
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_530.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_530.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_530.jpg,0,0,0,10.41896
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_613.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_613.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_613.jpg,0,0,0,10.33521
C:\Users\tikto\Desktop\Python\IMG\center_2021_01_10_15_12_56_700.jpg,C:\Users\tikto\Desktop\Python\IMG\left_2021_01_10_15_12_56_700.jpg,C:\Users\tikto\Desktop\Python\IMG\right_2021_01_10_15_12_56_700.jpg,0,0,0,10.23147
